Cust_ID,Gender,Device,First_timer,Channel ,Day,Min_spent,Clicks,Annual_inc,Country,Age,Purchased,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
A#62002E,male,Mobile,1,Google search,SAT,8,13,100000,Russia,35,0,0,0,0,0
E#88325X,female,PC,1,Other,WED,14,21,35000,China,29,1,0,0,0,0
B#13366D,female,Mobile,1,Other,SAT,11,24,58000,Ireland,31,0,0,0,0,0
D#44248F,female,PC,0,Email ,SUN,10,17,25000,China,70,1,0,0,0,0
X#82989C,male,Tablet,1,Affiliate link,WED,7,13,10000,Ireland,20,1,0,0,0,0
H#14169Q,female,Tablet,0,Social media ads,SUN,4,20,10000,India,61,1,0,0,0,0
T#33257E,male,PC,1,Youtube channel,MON,6,24,35000,India,25,0,0,0,0,0
S#60764T,female,Tablet,1,Youtube channel,SUN,14,21,35000,Russia,48,1,0,0,0,0
J#38400O,male,PC,0,Referral,WED,12,19,76000,India,51,0,0,0,0,0
D#87613K,female,Tablet,1,Email ,SUN,11,13,76000,Japan,62,1,0,0,0,0
C#76094W,male,Other,1,Website,SAT,11,17,25000,China,64,0,0,0,0,0
H#18513L,female,PC,0,Social media ads,TUE,8,19,40000,India,49,1,0,0,0,0
X#70869F,female,Tablet,1,Website,TUE,2,24,25000,UK,32,0,0,0,0,0
Q#68943B,female,Tablet,0,Referral,THU,12,18,100000,Malaysia,70,1,0,0,0,0
A#95999P,female,PC,0,Social media ads,FRI,10,26,100000,Malaysia,41,1,0,0,0,0
U#36729O,female,PC,1,Email ,SAT,13,13,76000,USA,21,0,0,0,0,0
T#67723B,female,Mobile,1,Email ,THU,4,25,10000,USA,70,1,0,0,0,0
Z#72071R,female,Mobile,0,Social media ads,FRI,10,13,40000,USA,57,1,0,0,0,0
M#92362M,male,Mobile,1,Other,FRI,12,23,58000,Mexico,64,0,0,0,0,0
F#25143U,male,Other,0,Email ,SAT,15,26,35000,Japan,44,1,0,0,0,0
S#52049T,female,Tablet,1,Referral,TUE,6,24,25000,Ireland,29,0,0,0,0,0
B#55665P,male,Other,1,Referral,SAT,11,21,10000,Russia,65,1,0,0,0,0
N#83660U,male,PC,0,Email ,WED,11,18,100000,Japan,31,1,0,0,0,0
E#35731D,female,Mobile,1,Google search,TUE,6,16,76000,Canada,32,1,0,0,0,0
C#25615R,female,Other,1,Email ,THU,9,25,40000,Ireland,53,0,0,0,0,0
I#44540M,male,PC,1,Website,TUE,6,23,10000,Russia,46,1,0,0,0,0
U#66975P,female,PC,1,Website,WED,7,26,40000,Mexico,23,1,0,0,0,0
S#14290C,male,Other,0,Youtube channel,SUN,11,27,35000,Malaysia,67,1,0,0,0,0
U#96725M,male,Mobile,0,Email ,SUN,8,21,10000,Ireland,29,1,0,0,0,0
X#53230F,female,PC,0,Website,TUE,13,22,58000,Mexico,16,0,0,0,0,0
B#45331G,female,Other,1,Referral,SUN,9,27,40000,India,53,0,0,0,0,0
M#90969D,female,PC,1,Email ,THU,11,18,10000,Canada,58,1,0,0,0,0
L#59134Q,male,Other,1,Social media ads,FRI,2,18,100000,Canada,26,0,0,0,0,0
B#98333G,female,Tablet,1,Social media ads,SUN,3,23,35000,Canada,54,0,0,0,0,0
E#44849V,female,Mobile,0,Website,FRI,8,24,40000,USA,61,0,0,0,0,0
L#20118F,male,Other,1,Social media ads,FRI,10,14,40000,Japan,53,0,0,0,0,0
Q#44303R,male,Mobile,1,Website,FRI,15,15,35000,USA,25,1,0,0,0,0
P#11609W,female,Mobile,1,Website,FRI,4,20,40000,Ireland,63,0,0,0,0,0
F#70617Q,male,Tablet,1,Google search,SUN,8,24,25000,China,64,1,0,0,0,0
Y#50530T,female,Mobile,0,Referral,FRI,7,24,35000,Canada,60,0,0,0,0,0
T#90062N,female,Mobile,0,Referral,WED,13,18,100000,Canada,36,0,0,0,0,0
P#81034M,male,PC,0,Email ,TUE,11,16,10000,Canada,55,1,0,0,0,0
Z#27700L,male,Mobile,0,Youtube channel,WED,15,14,10000,China,46,1,0,0,0,0
M#66567V,male,Other,0,Referral,WED,4,24,10000,Malaysia,42,0,0,0,0,0
A#43783F,male,Mobile,1,Social media ads,TUE,11,19,58000,USA,53,0,0,0,0,0
X#78930B,female,PC,1,Google search,THU,13,20,58000,China,30,1,0,0,0,0
E#39674M,female,Mobile,1,Youtube channel,TUE,7,16,40000,Russia,29,0,0,0,0,0
O#66026C,male,Other,1,Youtube channel,SUN,7,24,58000,Japan,31,1,0,0,0,0
H#87580H,female,Mobile,0,Social media ads,SAT,15,21,40000,Malaysia,55,1,0,0,0,0
C#25696K,male,Other,0,Website,WED,9,21,10000,Canada,41,1,0,0,0,0
Y#63145X,male,Mobile,0,Youtube channel,SUN,2,13,25000,Russia,56,1,0,0,0,0
A#45141R,female,Mobile,1,Social media ads,THU,3,14,10000,Canada,44,0,0,0,0,0
B#95766D,male,Tablet,1,Social media ads,TUE,7,24,25000,Canada,18,0,0,0,0,0
R#28394F,male,PC,0,Website,SAT,15,27,35000,Russia,41,1,0,0,0,0
S#27765C,female,Tablet,0,Other,TUE,3,24,40000,Malaysia,42,0,0,0,0,0
T#20327R,female,Tablet,0,Social media ads,MON,14,19,40000,UK,18,1,0,0,0,0
S#89183X,male,Tablet,0,Social media ads,MON,7,18,25000,Canada,65,1,0,0,0,0
J#60738Q,female,Other,1,Referral,SUN,2,17,25000,USA,50,0,0,0,0,0
W#49089Y,male,Tablet,0,Google search,SAT,15,25,25000,Canada,23,1,0,0,0,0
K#55904N,female,PC,0,Affiliate link,WED,5,16,10000,Mexico,69,0,0,0,0,0
W#50997O,male,Mobile,0,Referral,MON,14,20,25000,Russia,19,1,0,0,0,0
E#44925E,male,Tablet,0,Youtube channel,THU,7,25,76000,Malaysia,51,1,0,0,0,0
Q#90032X,male,Mobile,1,Other,MON,13,24,100000,India,23,0,0,0,0,0
P#93069J,female,Tablet,1,Email ,TUE,15,15,76000,Japan,67,0,0,0,0,0
O#84422X,female,Tablet,1,Website,TUE,13,27,35000,Ireland,41,1,0,0,0,0
Q#12875P,male,Tablet,0,Google search,WED,15,22,58000,India,53,0,0,0,0,0
O#94156X,male,PC,1,Youtube channel,SUN,5,19,10000,UK,64,1,0,0,0,0
Z#31252J,male,Tablet,0,Email ,TUE,13,19,35000,India,46,0,0,0,0,0
C#45903K,male,PC,1,Google search,SAT,12,23,76000,Japan,38,1,0,0,0,0
V#54839V,male,Mobile,1,Email ,TUE,2,15,76000,USA,64,0,0,0,0,0
B#36626Y,female,Tablet,0,Email ,THU,15,15,76000,Malaysia,67,1,0,0,0,0
L#83605R,male,Mobile,1,Youtube channel,TUE,15,13,40000,Malaysia,54,0,0,0,0,0
T#65673Q,male,PC,1,Affiliate link,TUE,4,14,58000,Japan,58,0,0,0,0,0
D#38260S,male,Other,1,Google search,THU,12,27,10000,Russia,44,0,0,0,0,0
K#99910K,male,Other,0,Website,SUN,4,21,35000,USA,34,1,0,0,0,0
O#91473D,male,PC,1,Google search,MON,3,19,25000,Canada,39,0,0,0,0,0
X#44103I,male,Mobile,1,Youtube channel,TUE,11,17,100000,Canada,36,0,0,0,0,0
K#31214G,female,PC,1,Email ,WED,12,26,76000,Russia,65,0,0,0,0,0
U#39399T,female,Other,1,Social media ads,SUN,15,15,100000,Ireland,21,1,0,0,0,0
J#78880W,male,Other,1,Other,WED,13,26,35000,Mexico,43,0,0,0,0,0
S#66015F,male,Tablet,0,Youtube channel,FRI,11,24,100000,China,57,1,0,0,0,0
Y#65495N,female,Tablet,1,Affiliate link,TUE,8,25,100000,Mexico,16,0,0,0,0,0
Y#49726Q,male,Mobile,0,Referral,SAT,10,22,35000,Ireland,19,1,0,0,0,0
X#48470P,female,PC,1,Website,WED,2,26,25000,India,68,0,0,0,0,0
N#94085Q,male,PC,0,Google search,TUE,3,15,25000,Russia,63,0,0,0,0,0
H#47335W,female,Other,0,Affiliate link,SUN,7,19,10000,China,40,1,0,0,0,0
D#87258N,female,Mobile,1,Affiliate link,SAT,8,20,10000,Japan,63,0,0,0,0,0
P#60237A,male,PC,1,Email ,TUE,2,25,58000,Malaysia,22,1,0,0,0,0
V#27350S,male,Mobile,0,Youtube channel,MON,9,18,35000,USA,37,1,0,0,0,0
Z#97726C,female,Mobile,0,Google search,MON,12,18,58000,Mexico,68,1,0,0,0,0
H#19665L,male,Mobile,1,Affiliate link,SUN,11,17,100000,Russia,44,1,0,0,0,0
E#65852V,male,Other,1,Google search,SUN,13,22,25000,Canada,28,1,0,0,0,0
X#72609U,female,Mobile,0,Website,MON,14,27,100000,China,18,1,0,0,0,0
U#39505Y,male,Tablet,1,Google search,SAT,5,16,35000,Ireland,53,0,0,0,0,0
I#56009V,female,Other,1,Youtube channel,WED,14,18,35000,Mexico,52,1,0,0,0,0
S#44751R,male,PC,1,Affiliate link,MON,6,13,10000,Japan,47,1,0,0,0,0
Q#87779N,female,PC,0,Google search,TUE,2,25,10000,Canada,45,1,0,0,0,0
O#88980B,male,Other,0,Website,THU,4,20,100000,Malaysia,61,0,0,0,0,0
P#41424K,female,Tablet,1,Google search,MON,13,20,10000,Malaysia,18,0,0,0,0,0
E#38238D,male,Tablet,0,Youtube channel,WED,10,23,58000,China,65,1,0,0,0,0
L#19122P,female,PC,1,Other,SUN,11,16,40000,Canada,64,1,0,0,0,0
Y#54491G,male,Other,0,Social media ads,SAT,10,22,40000,USA,68,0,0,0,0,0
D#94227E,male,Tablet,0,Affiliate link,WED,8,22,40000,USA,33,1,0,0,0,0
P#77581G,female,PC,1,Other,SAT,13,14,100000,Ireland,47,1,0,0,0,0
O#73904Y,male,Other,0,Social media ads,WED,9,15,35000,Japan,29,0,0,0,0,0
P#74625D,male,Tablet,0,Email ,FRI,3,24,76000,India,16,1,0,0,0,0
C#71946P,female,PC,1,Youtube channel,THU,14,20,35000,India,37,1,0,0,0,0
T#59649O,male,Other,0,Other,SUN,9,17,76000,Malaysia,33,0,0,0,0,0
C#71914A,male,Tablet,1,Youtube channel,THU,14,17,10000,Malaysia,16,1,0,0,0,0
D#95145X,female,Tablet,0,Affiliate link,MON,14,26,10000,Canada,56,1,0,0,0,0
P#70395J,female,Other,0,Other,FRI,4,15,25000,Canada,25,1,0,0,0,0
B#72952P,male,Tablet,0,Email ,WED,4,13,25000,Mexico,61,0,0,0,0,0
E#73604D,male,Other,0,Social media ads,TUE,10,13,100000,India,22,0,0,0,0,0
F#29542P,female,Tablet,1,Google search,SAT,7,21,10000,China,33,1,0,0,0,0
T#67597A,female,Mobile,0,Social media ads,MON,12,19,10000,UK,16,1,0,0,0,0
W#56444B,male,PC,1,Google search,TUE,8,13,25000,Russia,18,1,0,0,0,0
N#63945E,male,Other,1,Email ,FRI,9,23,35000,Mexico,69,1,0,0,0,0
B#52899V,male,Mobile,1,Google search,MON,10,26,40000,India,43,1,0,0,0,0
L#31032F,female,Mobile,0,Youtube channel,SUN,5,22,76000,Ireland,54,1,0,0,0,0
B#43393N,male,Mobile,1,Email ,TUE,4,27,35000,Japan,35,0,0,0,0,0
M#72107C,female,Mobile,0,Google search,MON,5,22,10000,Mexico,39,1,0,0,0,0
W#69701K,female,Other,1,Affiliate link,WED,3,20,100000,India,38,1,0,0,0,0
J#71702Q,male,Mobile,0,Email ,WED,6,17,40000,China,25,0,0,0,0,0
A#80315H,female,PC,1,Social media ads,SAT,15,22,76000,China,43,1,0,0,0,0
X#98566C,female,Tablet,1,Other,FRI,3,17,40000,USA,26,0,0,0,0,0
J#79843E,male,Mobile,0,Email ,SAT,9,26,76000,UK,33,1,0,0,0,0
N#81989Q,male,PC,1,Email ,SUN,12,24,100000,Japan,28,0,0,0,0,0
M#91105O,female,Other,1,Website,SUN,9,16,58000,Malaysia,50,1,0,0,0,0
N#49531K,male,Tablet,1,Social media ads,FRI,9,18,40000,Malaysia,57,1,0,0,0,0
G#99548O,male,Tablet,1,Google search,FRI,14,19,25000,China,40,1,0,0,0,0
L#35776C,male,PC,1,Referral,SUN,12,26,76000,Ireland,30,1,0,0,0,0
S#24269K,male,PC,0,Google search,SUN,3,22,100000,China,64,0,0,0,0,0
R#74948G,male,PC,0,Website,TUE,8,27,58000,Malaysia,58,1,0,0,0,0
U#26404M,male,Other,0,Youtube channel,WED,3,23,58000,Japan,67,1,0,0,0,0
E#46502O,female,Tablet,0,Social media ads,MON,10,22,100000,India,52,1,0,0,0,0
I#55228I,female,Other,0,Social media ads,SAT,15,18,25000,India,30,1,0,0,0,0
T#44767R,female,PC,1,Social media ads,SUN,3,16,76000,Canada,61,0,0,0,0,0
H#31826O,female,Mobile,0,Referral,SAT,11,27,25000,Malaysia,23,1,0,0,0,0
C#40205L,male,PC,0,Referral,FRI,11,19,40000,Mexico,56,1,0,0,0,0
S#17316F,male,Mobile,0,Other,THU,5,25,40000,Mexico,65,0,0,0,0,0
C#90860C,male,PC,0,Social media ads,THU,11,15,40000,UK,59,1,0,0,0,0
A#79619B,female,Other,1,Referral,THU,12,21,25000,Canada,32,0,0,0,0,0
P#17203P,male,Other,0,Referral,MON,11,21,100000,Russia,26,1,0,0,0,0
R#59466Q,female,Other,0,Website,THU,2,17,76000,China,38,1,0,0,0,0
S#94783C,male,PC,0,Email ,TUE,2,26,35000,Ireland,58,0,0,0,0,0
U#20434L,female,Tablet,1,Referral,SAT,9,20,35000,Canada,20,1,0,0,0,0
T#54074Q,female,Tablet,1,Website,SAT,14,21,76000,Malaysia,16,0,0,0,0,0
R#10781B,female,Other,1,Other,SUN,9,13,25000,Canada,31,0,0,0,0,0
X#96582G,female,Other,0,Google search,SAT,14,15,10000,India,23,1,0,0,0,0
Z#56966C,male,Tablet,1,Website,TUE,9,26,76000,Canada,17,1,0,0,0,0
Z#92678H,male,PC,1,Affiliate link,WED,5,19,25000,China,26,0,0,0,0,0
R#80841B,male,PC,1,Website,WED,14,21,35000,Japan,35,0,0,0,0,0
J#34562Y,female,Tablet,1,Email ,WED,7,16,10000,Japan,64,0,0,0,0,0
T#75094D,male,Tablet,0,Other,TUE,10,20,10000,Russia,53,0,0,0,0,0
C#47129K,male,Tablet,1,Referral,SUN,9,18,35000,Mexico,54,1,0,0,0,0
U#35187D,male,Tablet,1,Email ,MON,11,26,76000,Malaysia,26,1,0,0,0,0
W#34755J,female,Mobile,1,Referral,MON,11,25,25000,Ireland,29,0,0,0,0,0
M#69873A,male,Other,0,Referral,SUN,15,20,100000,Canada,26,1,0,0,0,0
S#66865O,male,Other,1,Youtube channel,SUN,10,26,76000,Canada,24,1,0,0,0,0
N#16435Y,female,Tablet,0,Referral,MON,13,18,25000,Russia,50,1,0,0,0,0
B#10721H,female,Other,0,Website,SAT,6,17,40000,Japan,66,0,0,0,0,0
C#45350Y,male,Tablet,1,Website,WED,11,25,35000,Japan,40,1,0,0,0,0
O#21573W,male,Tablet,0,Youtube channel,THU,11,23,58000,UK,63,1,0,0,0,0
S#33046P,male,Mobile,0,Referral,FRI,12,19,58000,UK,66,0,0,0,0,0
O#81282P,female,Other,1,Google search,THU,2,23,40000,Japan,59,0,0,0,0,0
B#82569M,female,Mobile,1,Website,THU,15,21,76000,Mexico,20,0,0,0,0,0
Y#65606H,male,Other,1,Other,SAT,11,15,35000,Mexico,58,0,0,0,0,0
G#50332T,male,Mobile,0,Google search,THU,15,15,76000,Malaysia,68,1,0,0,0,0
C#11834T,male,Mobile,1,Website,TUE,8,26,58000,Canada,45,0,0,0,0,0
L#53484E,female,Other,0,Google search,FRI,2,20,76000,Japan,34,1,0,0,0,0
F#91811P,male,Tablet,1,Social media ads,FRI,12,18,25000,India,18,0,0,0,0,0
D#67804V,female,Tablet,1,Other,FRI,2,23,40000,USA,61,0,0,0,0,0
G#66412O,female,PC,0,Google search,WED,6,24,100000,Mexico,34,1,0,0,0,0
T#46959B,female,Other,0,Google search,SAT,4,19,35000,Russia,50,1,0,0,0,0
K#99713X,male,PC,1,Affiliate link,WED,8,20,35000,USA,67,0,0,0,0,0
R#88675M,female,PC,0,Google search,MON,10,13,10000,Russia,46,1,0,0,0,0
J#24822O,female,Other,1,Website,FRI,3,24,100000,UK,70,1,0,0,0,0
M#49337U,male,Tablet,0,Affiliate link,WED,7,22,76000,Mexico,22,1,0,0,0,0
H#80605Q,female,Tablet,0,Website,TUE,7,15,100000,China,18,1,0,0,0,0
Q#92402S,male,Mobile,1,Google search,THU,14,20,76000,Ireland,63,0,0,0,0,0
U#53132M,female,Tablet,1,Google search,MON,2,27,100000,UK,45,1,0,0,0,0
B#31781V,male,Tablet,1,Social media ads,FRI,8,25,25000,India,17,0,0,0,0,0
A#73730T,female,PC,1,Other,SAT,14,16,40000,Japan,55,0,0,0,0,0
Q#84046I,male,Mobile,1,Affiliate link,MON,11,26,35000,Mexico,23,1,0,0,0,0
P#83462D,female,Mobile,1,Other,FRI,2,16,10000,China,51,0,0,0,0,0
Q#57149Q,male,Tablet,0,Email ,WED,3,18,76000,India,48,1,0,0,0,0
U#58836F,male,Tablet,0,Other,SAT,12,20,25000,Japan,41,0,0,0,0,0
T#70880B,male,Mobile,1,Other,FRI,3,22,76000,Ireland,32,0,0,0,0,0
O#62519J,female,Tablet,1,Youtube channel,SUN,5,25,58000,India,58,0,0,0,0,0
J#27717H,male,Tablet,0,Social media ads,SUN,10,25,100000,Ireland,37,1,0,0,0,0
M#44757D,male,Other,0,Social media ads,SAT,6,21,35000,Japan,50,0,0,0,0,0
O#33215P,male,PC,0,Email ,FRI,5,19,35000,Canada,49,1,0,0,0,0
N#29026C,male,PC,0,Google search,SAT,5,24,10000,Canada,69,1,0,0,0,0
G#25201Y,female,Tablet,0,Referral,SAT,4,15,76000,Malaysia,44,0,0,0,0,0
I#37805Y,male,Other,1,Youtube channel,THU,12,22,100000,China,17,1,0,0,0,0
V#32810Q,female,Tablet,0,Affiliate link,WED,12,14,10000,Russia,38,1,0,0,0,0
F#20884B,male,Other,1,Affiliate link,THU,7,19,76000,China,23,1,0,0,0,0
W#27833U,male,PC,0,Google search,SAT,6,22,40000,China,27,0,0,0,0,0
Z#72289F,male,PC,0,Social media ads,SUN,2,17,40000,Canada,62,0,0,0,0,0
U#25065U,female,PC,1,Other,SAT,13,18,40000,UK,47,1,0,0,0,0
H#23952X,male,Mobile,1,Social media ads,WED,13,14,58000,Canada,22,0,0,0,0,0
Z#20868C,male,Tablet,1,Website,WED,13,24,35000,Malaysia,66,0,0,0,0,0
I#87944M,male,Mobile,1,Referral,SAT,13,16,100000,China,21,0,0,0,0,0
U#74484G,male,Mobile,1,Email ,TUE,2,27,35000,USA,16,0,0,0,0,0
W#88798P,male,Other,1,Email ,FRI,8,26,40000,Ireland,27,1,0,0,0,0
F#69265Q,female,Mobile,0,Google search,SUN,14,16,100000,UK,61,0,0,0,0,0
P#60399O,male,Other,0,Google search,WED,15,15,58000,India,23,1,0,0,0,0
K#59609H,female,Mobile,0,Google search,MON,2,16,100000,China,60,1,0,0,0,0
W#98004U,female,PC,1,Website,WED,13,24,35000,Ireland,62,1,0,0,0,0
A#19564D,female,Mobile,0,Website,SUN,6,15,40000,Ireland,25,0,0,0,0,0
H#55358T,male,Other,1,Website,SUN,4,14,100000,USA,42,1,0,0,0,0
P#67085T,male,Mobile,1,Affiliate link,TUE,10,21,25000,Japan,32,1,0,0,0,0
V#74529U,male,PC,1,Social media ads,WED,9,21,58000,Mexico,65,1,0,0,0,0
Y#76413B,male,PC,1,Google search,TUE,7,13,100000,China,57,1,0,0,0,0
C#78688C,male,Tablet,1,Email ,MON,8,16,100000,Mexico,26,0,0,0,0,0
V#14284N,female,Tablet,1,Affiliate link,THU,3,26,40000,Ireland,41,0,0,0,0,0
V#57839L,female,PC,0,Referral,FRI,12,27,58000,China,66,1,0,0,0,0
P#22228F,male,PC,0,Email ,THU,14,19,100000,Ireland,32,0,0,0,0,0
F#51372Q,male,Tablet,1,Referral,SUN,13,13,100000,Japan,50,0,0,0,0,0
W#28377G,female,Tablet,0,Other,SAT,10,26,10000,Canada,28,0,0,0,0,0
V#12947R,female,Tablet,1,Google search,SUN,5,20,58000,Mexico,70,0,0,0,0,0
I#15824F,female,Tablet,1,Website,SUN,12,23,76000,Malaysia,17,0,0,0,0,0
L#10254I,male,PC,1,Other,TUE,13,19,35000,USA,29,1,0,0,0,0
O#39387W,female,PC,1,Affiliate link,SUN,14,22,35000,Malaysia,30,1,0,0,0,0
X#82227Q,male,PC,0,Youtube channel,MON,5,24,100000,India,20,1,0,0,0,0
F#90064K,female,Mobile,1,Google search,SUN,15,21,76000,Mexico,67,0,0,0,0,0
H#78535M,female,Tablet,1,Affiliate link,THU,14,14,40000,Mexico,17,1,0,0,0,0
K#19952L,female,PC,0,Website,THU,6,26,35000,UK,18,1,0,0,0,0
G#22978M,female,PC,1,Affiliate link,TUE,8,18,76000,UK,65,0,0,0,0,0
R#42968H,male,Tablet,1,Google search,THU,4,24,76000,India,35,0,0,0,0,0
P#88874F,female,Other,1,Youtube channel,MON,4,20,35000,Russia,51,0,0,0,0,0
C#62321B,female,Mobile,0,Referral,SUN,6,17,100000,USA,61,1,0,0,0,0
J#50259P,male,Other,1,Email ,WED,5,16,40000,Canada,51,1,0,0,0,0
C#23845G,male,Mobile,1,Google search,THU,7,20,35000,Mexico,57,1,0,0,0,0
R#72640U,male,Other,1,Email ,WED,4,19,35000,India,36,1,0,0,0,0
H#37468I,female,Other,0,Social media ads,THU,15,20,76000,China,51,1,0,0,0,0
D#65106O,male,Tablet,1,Affiliate link,THU,15,21,40000,China,49,1,0,0,0,0
Q#60264O,male,Tablet,0,Referral,SAT,5,24,40000,China,57,1,0,0,0,0
Z#35218Y,female,Other,1,Social media ads,THU,9,25,58000,Mexico,39,1,0,0,0,0
J#13888O,male,Mobile,0,Referral,MON,12,20,35000,Canada,62,1,0,0,0,0
O#42655E,female,PC,1,Website,THU,4,22,10000,Russia,56,1,0,0,0,0
I#48810C,female,Mobile,1,Affiliate link,TUE,2,25,35000,Russia,38,0,0,0,0,0
P#14133P,male,Mobile,0,Social media ads,MON,3,14,76000,India,57,0,0,0,0,0
P#80513P,female,PC,0,Google search,THU,14,18,25000,China,34,0,0,0,0,0
M#19482Y,female,Tablet,1,Referral,THU,15,22,25000,China,32,0,0,0,0,0
H#79550X,female,Other,0,Other,SAT,2,14,58000,India,63,0,0,0,0,0
O#66406Y,female,PC,1,Affiliate link,WED,5,16,40000,Ireland,45,0,0,0,0,0
R#46444N,male,PC,1,Affiliate link,TUE,2,18,58000,Ireland,17,0,0,0,0,0
S#82668L,female,Other,1,Google search,SAT,14,13,58000,Canada,24,0,0,0,0,0
A#79955K,male,Other,1,Email ,THU,2,15,40000,India,53,0,0,0,0,0
Q#88606Y,female,Mobile,0,Other,FRI,11,25,76000,USA,40,0,0,0,0,0
K#73789O,female,Mobile,0,Email ,FRI,9,21,58000,Ireland,28,1,0,0,0,0
B#19227A,male,Tablet,0,Other,THU,7,19,25000,USA,16,1,0,0,0,0
V#76115G,female,PC,1,Social media ads,WED,13,24,58000,Malaysia,52,1,0,0,0,0
Q#75782O,male,PC,0,Other,WED,10,20,100000,India,32,0,0,0,0,0
B#94764M,male,Other,1,Google search,THU,4,19,58000,Mexico,50,0,0,0,0,0
W#67103L,female,Tablet,1,Email ,MON,9,13,40000,USA,31,0,0,0,0,0
L#12497T,female,PC,1,Affiliate link,FRI,3,16,40000,Ireland,47,0,0,0,0,0
U#40371B,male,Other,0,Website,THU,13,22,100000,Ireland,35,0,0,0,0,0
J#74041U,female,PC,0,Referral,SUN,10,23,10000,UK,48,0,0,0,0,0
N#54597R,female,Mobile,1,Affiliate link,MON,6,13,58000,Russia,34,0,0,0,0,0
E#88426N,female,PC,0,Youtube channel,WED,10,17,40000,China,25,0,0,0,0,0
M#71162P,male,Tablet,1,Website,TUE,13,14,100000,Russia,57,1,0,0,0,0
Z#14343X,female,PC,1,Email ,THU,7,20,10000,Canada,54,0,0,0,0,0
G#69030I,male,Other,0,Referral,SAT,14,13,35000,India,49,0,0,0,0,0
O#29092R,female,Tablet,1,Youtube channel,SAT,12,24,25000,China,17,1,0,0,0,0
I#47035X,male,PC,0,Google search,TUE,3,24,35000,Mexico,42,0,0,0,0,0
Q#37996A,female,Tablet,1,Website,SAT,15,26,58000,USA,57,1,0,0,0,0
T#54248J,male,Mobile,1,Referral,SUN,8,22,35000,Ireland,65,0,0,0,0,0
P#66686P,male,PC,1,Referral,MON,13,19,10000,Canada,61,0,0,0,0,0
R#78344D,male,Other,1,Affiliate link,TUE,3,19,76000,Mexico,53,1,0,0,0,0
T#41930J,female,Mobile,1,Google search,WED,13,13,35000,UK,58,1,0,0,0,0
T#35496O,male,Tablet,0,Social media ads,THU,7,21,40000,USA,65,0,0,0,0,0
D#52547I,female,Other,0,Affiliate link,MON,8,27,76000,UK,30,0,0,0,0,0
Q#47723A,male,Mobile,1,Referral,SAT,15,14,25000,UK,16,1,0,0,0,0
J#53561K,female,Mobile,0,Google search,SAT,2,18,100000,UK,65,1,0,0,0,0
K#14551K,male,Mobile,1,Affiliate link,TUE,10,25,40000,Japan,46,1,0,0,0,0
Y#27861W,female,PC,1,Youtube channel,SAT,15,19,100000,China,70,1,0,0,0,0
L#15772O,female,PC,0,Referral,SUN,15,27,58000,Mexico,45,0,0,0,0,0
R#28247D,male,Mobile,1,Youtube channel,SUN,2,15,25000,Ireland,36,1,0,0,0,0
N#39234M,female,PC,0,Affiliate link,FRI,5,15,100000,Russia,43,0,0,0,0,0
J#43747W,male,PC,0,Website,MON,2,26,10000,India,67,1,0,0,0,0
I#37901D,male,Other,1,Google search,SAT,15,17,10000,Malaysia,56,0,0,0,0,0
I#52847K,female,Other,0,Other,MON,11,19,25000,USA,65,1,0,0,0,0
K#74432L,female,Tablet,1,Affiliate link,SAT,4,22,25000,UK,33,1,0,0,0,0
G#96978H,female,PC,1,Referral,TUE,13,24,76000,Malaysia,64,1,0,0,0,0
X#21516G,male,PC,1,Affiliate link,SAT,4,26,10000,Japan,57,0,0,0,0,0
X#36425E,male,Tablet,0,Youtube channel,SUN,4,15,10000,Russia,59,0,0,0,0,0
Q#71484N,female,Other,1,Youtube channel,WED,14,17,40000,Canada,33,0,0,0,0,0
A#87364W,male,Other,1,Youtube channel,MON,3,19,40000,Japan,27,1,0,0,0,0
O#16781F,female,Tablet,0,Google search,WED,12,17,76000,Malaysia,59,1,0,0,0,0
I#80595C,female,PC,1,Website,TUE,4,19,58000,Malaysia,30,0,0,0,0,0
C#80141U,female,Tablet,0,Website,FRI,10,25,35000,Mexico,65,0,0,0,0,0
L#34796N,female,Mobile,1,Youtube channel,WED,13,25,100000,Malaysia,64,0,0,0,0,0
I#30650T,male,Other,1,Other,THU,6,15,100000,Malaysia,44,1,0,0,0,0
A#69129L,male,Tablet,1,Other,WED,7,24,100000,Japan,17,1,0,0,0,0
W#42306S,male,Tablet,1,Other,MON,2,25,35000,Malaysia,43,0,0,0,0,0
G#68536D,female,PC,1,Google search,THU,6,13,25000,Mexico,50,0,0,0,0,0
Z#54451T,female,PC,1,Youtube channel,WED,12,14,58000,Russia,19,0,0,0,0,0
O#43351L,male,Mobile,0,Website,SUN,7,15,10000,China,63,0,0,0,0,0
P#83820M,female,Mobile,1,Website,TUE,8,13,76000,UK,50,0,0,0,0,0
K#38402N,female,Mobile,1,Youtube channel,SUN,4,18,25000,China,57,1,0,0,0,0
J#48406P,male,Mobile,1,Email ,THU,13,19,76000,Malaysia,16,1,0,0,0,0
U#22442B,male,Mobile,1,Google search,THU,9,17,100000,Mexico,49,0,0,0,0,0
E#10844M,male,Mobile,0,Youtube channel,WED,11,21,100000,Canada,40,1,0,0,0,0
P#15408X,female,Other,1,Referral,FRI,3,15,10000,USA,31,1,0,0,0,0
